城市,门店名称,区域(组合后),地址,评分(留空),标签(剔除)
临汾市,合美口腔·全国连锁(西赵路分院),临汾市-尧都区,临汾市尧都区鼓楼西街街道御景水城北门,,
临汾市,恒信齿科医院(中大街店),临汾市-尧都区,临汾市尧都区鼓楼西街街道常兴中街淮园餐厅旁2楼,,
临汾市,曲沃王琳口腔门诊部,临汾市-曲沃县,山西省临汾市曲沃县府东街十里山寨隔壁王琳口腔,,
临汾市,植美口腔(洪洞分院),临汾市-洪洞县,临汾市洪洞县大槐树镇育才路10号,,
泸州市,江阳微米口腔门诊部(酒城首峻店),泸州市-江阳区,四川省泸州市江阳区酒城大道一段9号20幢2层1号,,
泸州市,江阳金街微米口腔门诊部(万象汇店),泸州市-江阳区,四川省泸州市江阳区华阳街道康城路一段1号1号楼5层501号,,
吕梁市,卓越口腔(滨河北中路店),吕梁市-离石区,山西省吕梁市离石区滨河街道滨河北中路85号,,
吕梁市,孝义市爱牙口腔,吕梁市-未知区域,山西省吕梁市孝义市大众北路9号（市政府后门）,,
吕梁市,小苹果口腔(交城店),吕梁市-交城县,山西省吕梁市交城县山西省吕梁市交城县新开路与东关街交叉口（原东门口）,,
吕梁市,小苹果口腔(孝义店),吕梁市-未知区域,山西省吕梁市孝义市山西省吕梁市孝义市大众路热力公司沿街门市（长春酒店北100米）,,
吕梁市,爱牙口腔门诊部,吕梁市-未知区域,山西省吕梁市孝义市大众北路9号,,
吕梁市,环中口腔（汾阳院区）,吕梁市-未知区域,吕梁市汾阳市太和桥街道胜利东街财富中心42号,,
凉山彝族自治州市,西昌瑞莎口腔,凉山彝族自治州市-未知区域,四川省凉山彝族自治州西昌市月海路二段铁投壹号（鑫海国际酒店对面四川银行二楼）,,
乐山市,乐山舒美口腔诊,乐山市-中区,四川省乐山市市中区滟澜州青江路南段910号,,
乐山市,乐山英美牙科(张公桥店),乐山市-中区,四川省乐山市市中区嘉定南路503号正西方向50米(邮编:614000),,
乐山市,乐山英美牙科(杨家花园店),乐山市-中区,四川省乐山市市中区嘉定北路313、315、317号,,
乐山市,华西牙科(春华路店),乐山市-中区,乐山市市中区春华路中段326号2楼,,
乐山市,华西牙科嘉贝门诊(大件码头店),乐山市-中区,乐山市市中区滨河路939号2楼、941号1楼（相连）,,
马鞍山市,当涂雅洁口腔门诊部,马鞍山市-当涂县,安徽省马鞍山市当涂县姑孰镇青莲路384.386号,,
马鞍山市,鑫马口腔(军民路店),马鞍山市-雨山区,安徽省马鞍山市雨山区安徽省马鞍山市军民路翡翠森林花园东门综台楼5楼(民生银行楼上),,
马鞍山市,鑫马口腔(湖南东路店),马鞍山市-花山区,安徽省马鞍山市花山区安徽省马鞍山市花山区湖东路街道湖南东路1115号(金鹰购物中心东南斜对面) ,,
丽水市,丽水亮贝美口腔门诊部,丽水市-莲都区,浙江省丽水市莲都区人民街682号,,
丽水市,青田口腔医院,丽水市-青田县,浙江省丽水市青田县瓯南街道石门小区12幢4号,,
茂名市,致美口腔(双山门诊部),茂名市-未知区域,茂名市双山一路22号,,
茂名市,致美口腔（财富总院）,茂名市-未知区域,茂名市高凉南路157号,,
眉山市,仁寿丽齿传世口腔(城北店),眉山市-仁寿县,四川省眉山市仁寿县城北综合市场大门对面,,
眉山市,仁寿丽齿传世口腔(城南店),眉山市-仁寿县,四川省眉山市仁寿县城南广场永丰名门2楼,,
眉山市,泰康拜博口腔(彭山区店),眉山市-彭山区,四川省眉山市彭山区彭祖大道一段373号,,
梅州市,乾丰口腔（万福广场店）,梅州市-未知区域,梅州市公园南路万福购物广场自编11号复式店,,
梅州市,梅州乾丰贰号口腔门诊有限公司,梅州市-梅江区,梅州市梅江区正兴路皇家名典三期2-5号店铺/梅州市梅县区公园南路万福购物广场自编11号复式店,,
牡丹江市,伟波口腔门诊,牡丹江市-东安区,黑龙江牡丹江市东安区兴隆街领秀城,,
绵阳市,医博口腔(中大财富广场店),绵阳市-涪城区,绵阳市涪城区临园路中段99号中大财富广场2栋3层9号,,
绵阳市,医博口腔(长虹国际城店),绵阳市-涪城区,四川省绵阳市涪城区跃虹街7号长虹国际城五期(121大楼)5层,,
绵阳市,医博口腔(阳光曼哈顿店),绵阳市-涪城区,四川省绵阳市涪城区御林街11号阳光曼哈顿二期4栋2层,,
绵阳市,火星口腔(三台店),绵阳市-三台县,四川省绵阳市三台县北坝镇樟树路山鑫·东海岸3幢1-2-5,,
绵阳市,英博口腔(江油店),绵阳市-城区,四川省绵阳市江油市城区东大街85、87、89附7号1栋1楼7号,,
南平市,植雅口腔,南平市-延平区,福建省南平市延平区八一路2号新世纪商厦C幢二楼,,
南平市,牙佰年口腔(福航大厦店),南平市-未知区域,福建省南平市邵武市熙春中路福航大厦C幢二层,,
南阳市,尚德口腔(常绿林溪谷店),南阳市-卧龙区,河南省南阳市卧龙区光武街道光武路常绿林溪谷商业街2号楼1楼,,
南阳市,植得口腔(南阳卧龙院区),南阳市-卧龙区,南阳市卧龙区车站街道工业路联通公司南院门面房一楼（部门）、二楼,,
南阳市,植得口腔(高新时代院区),南阳市-高新区,河南省南阳市高新区茹楼社区范蠡东路482号丽康花园6幢,,
南阳市,植得口腔南阳卧龙院区,南阳市-卧龙区,河南省南阳市卧龙区中州路工业路交叉口西北角植得口腔,,
南阳市,植得口腔南阳时代院区,南阳市-宛城区,河南省南阳市宛城区范蠡路丽康花园南门植得口腔二楼,,
南阳市,袁氏口腔,南阳市-内乡县,河南省南阳市内乡县灵山南路罗岗村委会一楼,,
南阳市,门氏牙科连锁1店,南阳市-镇平县,河南省南阳市镇平县老312国道与健康路交叉口南80米路东,,
宁德市,宁德博仕口腔,宁德市-蕉城区,福建省宁德市蕉城区蕉城南路99-9号,,
宁德市,宁德荷马口腔,宁德市-蕉城区,福建省宁德市蕉城区八一五西路2号1幢201D室,,
宁德市,荷马口腔(福安旗舰店),宁德市-未知区域,福建省宁德市福安市鹤山路2号,,
宁德市,霞浦县牙博仕口腔,宁德市-霞浦县,福建省宁德市霞浦县赤岸大道66号福宁环球广场2幢,,
南京市,丹迪斯口腔·种植·修复·矫正中心(秦虹路店),南京市-秦淮区,南京市秦淮区秦虹街道秦虹路439号,,
南京市,六贝松丰口腔（栖霞好邻居店）,南京市-未知区域,南京市和悦街5号好邻里生活中心3F-03,,
南京市,南京丰沛口腔,南京市-未知区域,南京市红山路184-1号,,
南京市,南京六城口腔医院·二级口腔医院,南京市-六合区,南京市六合区雄州街道棠景路9号,,
南京市,南京江宁仁泽综合门诊部,南京市-江宁区,"江苏省南京市江宁区淳化街道东月桥路298号,300号",,
南京市,南京江宁牙博士口腔门诊部有限公司,南京市-江宁区,南京市江宁区秣陵街道天元中路229号21世纪现代城国际公寓55号F3-1（江宁开发区）,,
南京市,南京江宁紫元府中医门诊部有限公司,南京市-江宁区,南京市江宁区庄排路158号紫元府中医门诊部,,
南京市,博韵口腔医院（江宁总院）,南京市-未知区域,南京市上元大街238号一楼东北角和二楼整层,,
南京市,晶齿丽口腔（栖霞店）,南京市-未知区域,南京市丽岛花园东北1门西110米,,
南京市,牙博士南京机构,南京市-秦淮区,南京市秦淮区洪武路198号城开大厦101、201室,,
南京市,牙博士江北机构,南京市-江北新区,江北新区大桥北路20号江畔明珠广场16幢102室,,
南京市,牙博士河西机构,南京市-建邺区,建邺区兴隆大街155号1幢102室、103室,,
南京市,牙益舒口腔,南京市-江宁区,南京市江宁区秣陵街道秣周东路21号上秦淮假日酒店东侧2、3层,,
南京市,马泷齿科置略门诊（IFCX店）,南京市-未知区域,汉中路1号国际金融中心IFCX商场4楼01-03室,,
南宁市,八棵牙口腔(广场院),南宁市-宾阳县,广西壮族自治区南宁市宾阳县商贸城城东大道同景商业广场附楼商铺101号1-2层,,
南宁市,八棵牙口腔(新宾院),南宁市-宾阳县,广西壮族自治区南宁市宾阳县宾柳打车路03号,,
南宁市,八棵牙口腔(财政院),南宁市-宾阳县,广西壮族自治区南宁市宾阳县宾州镇财政路121、 123号,,
南宁市,南宁三分白齿科,南宁市-青秀区,广西壮族自治区南宁市青秀区合作路9号文莱园区商务写字楼A1-101号,,
南宁市,南宁博雅朗朗口腔,南宁市-兴宁区,广西壮族自治区南宁市兴宁区金源橘子郡C区106.108商铺,,
南宁市,南宁屹牙口腔门诊部,南宁市-青秀区,广西省南宁市青秀区教育路22号金凤凰.南湖御景1层02号商场一层112-1号、104号商铺,,
南宁市,南宁百合口腔医院,南宁市-江南区,广西壮族自治区南宁市江南区江南区国凯大道17号,,
南宁市,南宁荣代口腔门诊部,南宁市-青秀区,广西省南宁市青秀区民族大道131号航洋国际城A座11层,,
南宁市,南宁诺贝尔口腔北湖分院,南宁市-西乡塘区,广西壮族自治区南宁市西乡塘区明秀东路大唐天城8号楼（利泰酒店对面）,,
南宁市,南宁诺贝尔口腔埌东旗舰店,南宁市-青秀区,广西壮族自治区南宁市青秀区民族大道181号华丰城爱琴海城市广场4号门入口商场3楼,,
南宁市,南宁诺贝尔口腔民主总院,南宁市-兴宁区,广西壮族自治区南宁市兴宁区民主路16号（广西日报社斜对面）,,
南宁市,地王同步口腔门诊部,南宁市-青秀区,广西壮族自治区南宁市青秀区金湖路59号地王国际商会中心2层商场03号商铺,,
南宁市,小骆驼口腔(大唐天城店),南宁市-西乡塘区,广西壮族自治区南宁市西乡塘区北湖北路4号大唐天城三期1~6号楼商业一层145号商铺,,
南宁市,怡友口腔(仙葫店),南宁市-青秀区,广西壮族自治区南宁市青秀区仙葫大道335号,,
南宁市,横州领航牙博士口腔,南宁市-西壮族自治区,广西壮族自治区南宁市横州市茉莉花大道与江北大道交汇贵源精品二楼（职中对面）,,
南宁市,武鸣同步口腔,南宁市-武鸣区,广西壮族自治区南宁市武鸣区城厢镇新兴社区兴武大道167号恒宁太阳广场城东商贸城商业主力店3-1-27 3-183-225号铺面,,
南宁市,牙精灵口腔(相思湖店),南宁市-西乡塘区,广西壮族自治区南宁市西乡塘区相思湖西路7号相思湖花园2楼,,
南宁市,牙精灵口腔广西大学店,南宁市-西乡塘区,广西壮族自治区南宁市西乡塘区大学东路31号时代天骄广场二楼B034号,,
南宁市,牙精灵口腔江南万达店,南宁市-江南区,广西壮族自治区南宁市江南区万达广场星光大道临街商铺（A10栋一层旁）,,
南宁市,牙队长口腔(宾阳欣美总店),南宁市-宾阳县,广西壮族自治区南宁市宾阳县宾州镇财政路38号,,
南宁市,陌客尔口腔(南宁店),南宁市-青秀区,广西壮族自治区南宁市青秀区南宁市青秀区佛子岭路15号福岭花园小区第2栋第二层201号铺面,,
南宁市,龙华乐齿口腔诊所,南宁市-邕宁区,广西壮族自治区南宁市邕宁区马岭路9号龙华乐齿口腔,,
南通市,如东博厚口腔医院·二级口腔医院,南通市-如东县,南通市如东县城中街道珠江路8号(金逸影城旁),,
南通市,如皋民博中西医结合医院口腔科,南通市-未知区域,南通市如皋市海洋路45号,,
南通市,薄荷博士口腔(工农路分院),南通市-崇川区,南通市崇川区学田街道工农路249号都市豪庭商办房一层南侧部分、三层,,
南通市,薄荷博士口腔(海门分院),南通市-海门区,南通市海门区南通市海门区经济技术开发区解放中路2-3号,,
南通市,薄荷博士口腔(青年西路分院),南通市-崇川区,南通市崇川区虹桥街道青年西路71号东侧一楼部分、二楼部分,,
南通市,雅悦口腔学士府诊所,南通市-崇川区,南通市崇川区学田街道学士府29-20,,
南充市,营山好牙医口腔诊所,南充市-营山县,四川省南充市营山县绥安街道正西街90号、模范街6号1栋1单元2楼,,
内江市,中贝口腔诊所,内江市-未知区域,四川省内江市隆昌市隆泸大道217号,,
内江市,威远瑞铂口腔,内江市-威远县,四川省内江市威远县严陵镇二环路西北段18号附201号(后湾大风车幼儿园旁),,
内江市,沐存口腔,内江市-东兴区,四川省内江市东兴区市汉安大道西段925号2楼附7号,,
内江市,益诚口腔(三店）,内江市-未知区域,四川省内江市椑木镇马道子二路31-33号,,
内江市,益诚口腔（一店）,内江市-东兴区,四川省内江市东兴区红桥街69号1单元3楼1号,,
内江市,隆昌中贝口腔门诊部,内江市-未知区域,四川省内江市隆昌市万隆路三段73号，75号，85号附201号,,
南昌市,南昌品众口腔门诊,南昌市-新建区,江西省南昌市新建区枫庐新天地A5栋（下罗公交站旁）,,
南昌市,南昌瑞城口腔,南昌市-东湖区,江西省南昌市东湖区阳明路186号,,
南昌市,品众口腔红谷滩院区,南昌市-红谷滩区,江西省南昌市红谷滩区地铁大厦天虹商场1-2楼,,
南昌市,安义奥荟美口腔,南昌市-安义县,江西省南昌市安义县向阳东路格林郡,,
南昌市,德韩口腔(万寿宫院区),南昌市-东湖区,江西省南昌市东湖区中山路277号,,
南昌市,德韩口腔(青山湖院区),南昌市-青山湖区,江西省南昌市青山湖区京东南大道1666号青山湖万达广场3F层（3029A、3029B、3030）号商铺,,
南昌市,瑞齐口腔,南昌市-红谷滩区,江西省南昌市红谷滩区丰和北大道366号凤凰新天商坊3#107室,,
南昌市,美亚口腔,南昌市-东湖区,南昌市东湖区阳明东路奥斯卡大厦114（1-2层）,,
南昌市,辉煌口腔(万达分院),南昌市-红谷滩区,江西省南昌市红谷滩区凤凰中大道929号吉成大厦111、112室,,
南昌市,辉煌口腔(上海路分院),南昌市-青云谱区,江西省南昌市青云谱区解放西路668号,,
南昌市,辉煌口腔(南京路分院),南昌市-东湖区,江西省南昌市东湖区文教路249号电信综合楼2号,,
南昌市,辉煌口腔(广州路分院),南昌市-青云谱区,江西省南昌市青云谱区广州路博泰中心城,,
南昌市,辉煌口腔(新建吾悦分院),南昌市-新建区,江西省南昌市新建区长堎镇长堎大道905号,,
南昌市,辉煌口腔(朝阳分院),南昌市-西湖区,江西省南昌市西湖区永富路255号世纪朝阳小区8栋,,
南昌市,辉煌口腔(理想家园分院),南昌市-红谷滩区,江西省南昌市红谷滩区理想家园泉水湾A店面-07室（第1-2层）,,
南昌市,辉煌口腔(红角洲分店),南昌市-红谷滩区,江西省南昌市红谷滩区赣江南大道1688号联泰香域滨江3幢107店面（第1层）,,
南昌市,辉煌口腔(经开分院),南昌市-南昌经济技术开发区,江西省南昌市南昌经济技术开发区双港西大街999号万科金域小区4#住宅、32#商业楼-106室,,
南昌市,辉煌口腔(茶都分院),南昌市-青山湖区,江西省南昌市青山湖区解放东路179号龙鼎茶都四期1号楼二层,,
南昌市,辉煌口腔(象湖分院),南昌市-南昌县,江西省南昌市南昌县象湖力高国际城4期商铺A06-A07,,
南昌市,辉煌口腔(进贤分店),南昌市-进贤县,江西省南昌市进贤县民和镇云桥南路968号,,
南昌市,辉煌口腔(铜锣湾分院),南昌市-未知区域,江西省南昌红谷滩庐山南大道525号地铁万科时代广场19#商业楼,,
南昌市,辉煌口腔(高新分院),南昌市-南昌高新技术产业开发区,江西省南昌市南昌高新技术产业开发区艾溪湖北路99号艾溪康桥小区2#住宅楼商业108室、109室,,
南昌市,辉煌口腔(龙王庙分院),南昌市-青云谱区,江西省南昌市青云谱区解放西路218号,,
南昌市,辉煌口腔上海路分院,南昌市-青云谱区,江西省南昌市青云谱区解放西路668号,,
南昌市,辉煌口腔朝阳芯街分院,南昌市-西湖区,江西省南昌市西湖区云飞路1188号朝阳芯街第5栋5-1-01号商铺,,
南昌市,达芬奇儿童口腔(红谷滩店),南昌市-红谷滩区,江西省南昌市红谷滩区红谷中大道1706号世茂广场商业、写字楼101室（第1-6层）L2层L201-L202号商铺,,
南昌市,达芬奇口腔(九龙湖分院),南昌市-红谷滩区,南昌市红谷滩区西站大街555号锦天府1号楼1-110.111、112室,,
南昌市,达芬奇口腔(象湖分院),南昌市-南昌县,江西省南昌市南昌县昌南新城金沙大道2133号新力都荟1F层Z-1F-03-A号商铺,,
南昌市,达芬奇口腔(高新分院),南昌市-南昌高新技术产业开发区,江西省南昌市南昌高新技术产业开发区艾溪湖北路77号新城吾悦广场2楼2001铺位,,
宁波市,恒美口腔（1872花园坊）,宁波市-江北区,江北区湾头路466号（1872花园坊）,,
宁波市,恒美口腔（东部店）,宁波市-鄞州区,鄞州区民安东路奇柯荟2楼（会展中心南门）,,
宁波市,恒美口腔（中旅城）,宁波市-江北区,江北区宏图路999号易生活购物中心M2-10号,,
宁波市,恒美口腔（慈中店）,宁波市-江北区,宁波市江北区慈城镇慈水西街196号,,
宁波市,恒美口腔（方圆店）,宁波市-鄞州区,鄞州区潘火街道永达路1441/1443号,,
宁波市,恒美口腔（月湖盛园店）,宁波市-海曙区,海曙区仓桥街46号（月湖盛园）,,
宁波市,恒美口腔（正吉店）,宁波市-鄞州区,鄞州区大步街128号,,
宁波市,恒美口腔（江北姚北店）,宁波市-江北区,江北区云飞路608号（朗诗清澄）,,
宁波市,恒美口腔（海曙印象城）,宁波市-海曙区,海曙区中山西路3666号印象城购物中心二楼L2-26号,,
宁波市,恒美口腔（聚亿店）,宁波市-鄞州区,鄞州区钟公庙街道金家一路53号201室,,
宁波市,恒美口腔（集合店）,宁波市-鄞州区,鄞州区徐戎路临39号11幢108室,,
宁波市,鄞州恒美医院,宁波市-鄞州区,浙江省宁波市鄞州区宁南北路恒凯中心,,
宁波市,三禾口腔(海曙店),宁波市-海曙区,宁波市海曙区月湖街道中山西路181号(1-15)-(1-18)(2-16)(2-19)室,,
宁波市,冠扬口腔总部(余姚旗舰店),宁波市-未知区域,"宁波市余姚市阳明街道新建北路183、185号,时代广场13幢A2-1、A2-2、A2-3",,
宁波市,博菲特口腔,宁波市-古塘街道三北西大街350号(景观花苑北区,宁波市慈溪市古塘街道三北西大街350号(景观花苑北区底商),,
宁波市,圣甬口腔,宁波市-未知区域,浙江省慈溪市浒山街道孙塘南路257号,,
宁波市,宁波北仑健安现代口腔门诊部有限公司,宁波市-北仑区,浙江省宁波市北仑区大碶街道人民南路77号,,
宁波市,宁波北仑新碶现代口腔门诊部有限公司,宁波市-北仑区,浙江省宁波市北仑区新碶街道新大路304号、306号,,
宁波市,宁波北仑雅乐现代口腔门诊部有限公司,宁波市-北仑区,浙江省宁波市北仑区新碶岷山路815，821号（凯旋华庭）36幢,,
宁波市,恒禾口腔门诊部,宁波市-未知区域,宁波市余姚市阳明街道长元路102-1-102-7号2层,,
宁波市,慈溪博菲特界牌口腔诊所,宁波市-未知区域,慈溪市古塘街道科技西路241号,,
宁波市,爱牙口腔(宁波店),宁波市-海曙区,宁波市海曙区石碶街道轻纺城西饮街1-5号2楼,,
宁波市,牙医帮口腔(镇海总院),宁波市-镇海区,宁波市镇海区招宝山街道车站路广洋海尚国际二期14号2-1-2-3室,,
宁波市,恒美口腔（开元广场店）,宁波市-镇海区,镇海区庄市街道同心路888号5栋（开元广场）,,
莆田市,希邦雅口腔(万达旗舰店),莆田市-城厢区,福建省莆田市城厢区荔城南大道西侧1431号,,
莆田市,希邦雅口腔(九华店),莆田市-荔城区,福建省莆田市荔城区九华西大道633号九华广场F8层,,
莆田市,希邦雅口腔中海店,莆田市-荔城区,福建省莆田市荔城区延寿北街中海天下2号101室,,
莆田市,希邦雅口腔医院,莆田市-涵江区,福建省莆田市涵江区涵东街道塘北街168号2幢301室,,
莆田市,希邦雅口腔希尔顿分院,莆田市-城厢区,福建省莆田市城厢区荔城中大道2288号,,
莆田市,皓果口腔,莆田市-城厢区,福建省莆田市城厢区龙桥街道荔城中大道1378号,,
莆田市,群益口腔(北磨店),莆田市-城厢区,福建省莆田市城厢区荔城中大道南831号,,
莆田市,群益口腔(学园店),莆田市-城厢区,福建省莆田市城厢区学园南街875号,,
莆田市,荷马口腔(莆田旗舰店),莆田市-城厢区,福建省莆田市城厢区霞林街道学园南街1956弄55号富邦学苑D区1号楼116室,,
莆田市,莆淘雅口腔旗舰店,莆田市-涵江区,福建省莆田市涵江区涵西街道湖园路60号,,
平凉市,平凉牙博仕口腔,平凉市-崆峒区,甘肃省平凉市崆峒区船舱街10号1幢2楼,,
平顶山市,佳康口腔,平顶山市-宝丰县,河南省平顶山市宝丰县人民路与中兴路交叉口向东200米路南生态园东北角,,
平顶山市,佳美口腔(开源路店),平顶山市-新华区,河南省平顶山市新华区曙光街与开源路交叉口往南10米88号院临街2楼,,
平顶山市,佳美口腔门诊(和顺路店),平顶山市-湛河区,河南省平顶山市湛河区和顺路飞行社区高层楼下,,
平顶山市,佳美口腔门诊(开源路店),平顶山市-新华区,河南省平顶山市新华区开源路新丹尼斯对面,,
平顶山市,博雅口腔门诊部,平顶山市-郏县,河南省平顶山市郏县城关镇中兴路与珧期路交叉口向北200米路西8号,,
平顶山市,植得口腔(平顶山院区),平顶山市-新华区,河南省平顶山市新华区矿工路中段平安怡园二期二层201铺,,
平顶山市,植得口腔平顶山院区,平顶山市-新华区,河南省平顶山市新华区矿工路正义巷交叉口平安怡园二期二层植得口腔,,
平顶山市,汝州佳铭口腔门诊部,平顶山市-未知区域,河南省开封市汝州市煤山街道向阳西路157号,,
平顶山市,汝州市斯麦尔口腔门诊部,平顶山市-未知区域,河南省平顶山市汝州市广成中路1401号,,
平顶山市,牙乐福口腔门诊,平顶山市-新华区,河南省平顶山市新华区园林路与长青路交叉口向西100米路北牙乐福口腔,,
平顶山市,牙尔康口腔,平顶山市-湛河区,河南省平顶山市湛河区新华路与和顺路交叉口东北角323号,,
平顶山市,铭洋佳美口腔,平顶山市-湛河区,河南省平顶山市湛河区诚朴路与湛南路交叉口东方星河湾大门口西第一间,,
濮阳市,仁和口腔,濮阳市-开发区,河南省濮阳市开发区黄河路和开州路向西100路北仁和口腔门诊部,,
濮阳市,南乐小梅口腔诊所韩张店,濮阳市-南乐县,河南省濮阳市南乐县南乐县韩张镇西关北街,,
濮阳市,南乐小梅口腔门诊部,濮阳市-南乐县,河南省濮阳市南乐县南乐县一行路与傅潭路交叉口,,
濮阳市,友善口腔,濮阳市-濮阳县,河南省濮阳市濮阳县龙苑路与解放大道交叉口东240米,,
濮阳市,柏林口腔门诊部(胜利路店),濮阳市-华龙区,河南省濮阳市华龙区胜利路街道胜利路52号,,
濮阳市,柏林牙医(五一路店),濮阳市-华龙区,河南省濮阳市华龙区中原路街道五一路玉门路交叉口向西100米路南87号,,
濮阳市,柏林牙医(任丘路店),濮阳市-华龙区,河南省濮阳市华龙区胜利路街道任丘路登月新村北门东侧203号,,
濮阳市,柏林牙医(大庆路店),濮阳市-华龙区,河南省濮阳市华龙区胜利路街道大庆中路与黄河东路交叉口北300米路东143号,,
濮阳市,柏林牙医(振兴路店),濮阳市-华龙区,河南省濮阳市华龙区开州街道中原中路与振兴中路交叉口西南角,,
濮阳市,柏林牙医(景观城店),濮阳市-华龙区,河南省濮阳市华龙区长庆路街道黄河路414号(黄河路与和谐路交叉口东20米路北),,
濮阳市,柏林牙医(石化路店),濮阳市-华龙区,河南省濮阳市华龙区建设路街道昆吾路与石化路交叉口西北角,,
濮阳市,柏林牙医(紫东店),濮阳市-华龙区,河南省濮阳市华龙区昆吾街道政和二路57号(政和二路与昆吾中路交叉口),,
濮阳市,柏林牙医(绿城店),濮阳市-华龙区,河南省濮阳市华龙区中原路街道绿城中路与历山路交叉口东南角,,
濮阳市,柏林牙医(莲花苑店),濮阳市-华龙区,河南省濮阳市华龙区胜利路街道黄河路与京开道交叉口东100米路南(黄河路35号，莲花苑小区沿街商铺),,
濮阳市,橙子口腔(龙之光店),濮阳市-华龙区,河南省濮阳市华龙区昆吾路与五一路交叉口向东400米路北开州城市综合体(14301)2#附楼0105号,,
濮阳市,百杏口腔门诊部,濮阳市-范县,河南省濮阳市范县益民路海韵世纪公园B6-04号,,
濮阳市,笑哈哈口腔,濮阳市-华龙区,河南省濮阳市华龙区京开路南海路交叉口向东300米路南水景湾商铺7号,,
濮阳市,雅美口腔(中原路店),濮阳市-华龙区,河南省濮阳市华龙区中原路159号,,
濮阳市,雅美口腔(胜利路店),濮阳市-华龙区,河南省濮阳市华龙区胜利路街道惠民路都都市花园向西100米路北2号,,
濮阳市,雅而美口腔(京开店),濮阳市-华龙区,河南省濮阳市华龙区京开道155号,,
濮阳市,雅而美口腔(铜锣湾广场店),濮阳市-华龙区,河南省濮阳市华龙区人民路街道濮阳市开州路与人民路交叉口铜锣湾1号楼1单元02号256-1,,
萍乡市,北一口腔(凤凰天成店),萍乡市-安源区,江西省萍乡市安源区凤凰天城商业街10栋101、102、103号商铺,,
萍乡市,北一口腔(梦想天街店),萍乡市-安源区,江西省萍乡市安源区后埠街跃进北路185号梦想天街10栋A区1006、1007商铺,,
萍乡市,牙佰年口腔(万龙湾机构),萍乡市-安源区,江西省萍乡市安源区萍乡经济技术开发区公园中路252号二楼,,
萍乡市,牙佰年口腔(上栗机构),萍乡市-上栗县,江西省萍乡市上栗县上栗镇平安北路10号,,
萍乡市,牙佰年口腔(市医院机构),萍乡市-安源区,江西省萍乡市安源区萍乡经济技术开发区安源中大道常青路,,
萍乡市,牙佰年口腔(湘东机构),萍乡市-湘东区,江西省萍乡市湘东区湘东镇昌盛大道6号,,
萍乡市,牙佰年口腔(绿茵广场机构),萍乡市-安源区,江西省萍乡市安源区八一街吕家冲社区跃进路74号,,
萍乡市,牙佰年口腔(芦溪机构),萍乡市-芦溪县,江西省萍乡市芦溪县漫时区商业广场2#2208/2209/2210,,
萍乡市,皓世口腔(萍乡店),萍乡市-安源区,江西省萍乡市安源区开发区首府壹号二期北门,,
攀枝花市,松鼠口腔(攀枝花大道店),攀枝花市-东区,四川省攀枝花市东区四川省攀枝花市东区攀枝花大道东段163附4-2号,,
盘锦市,大维口腔(兴隆台院区),盘锦市-兴隆台区,辽宁省盘锦市兴隆台区渤海街天丽家园18号商网,,
盘锦市,大维口腔(盘山院区),盘锦市-双台子区,辽宁省盘锦市双台子区胜利街渤海委699幢号109号商网,,
盘锦市,诺亚口腔,盘锦市-兴隆台区,辽宁省盘锦市兴隆台区渤海街道河畔社区鑫恰和小区商网0001栋1-07,,
普洱市,思茅牙康口腔,普洱市-思茅区,云南省普洱市思茅区福盛家园3-108号（国大药房旁）,,
普洱市,罗清口腔诊所,普洱市-孟连傣族拉祜族佤族自治县,云南省普洱市孟连傣族拉祜族佤族自治县娜允镇大街瑞华宾馆38号(小农贸市场正对面),,
泉州市,康福口腔(总店),泉州市-未知区域,福建省泉州市南安市水头镇福兴北街180号,,
泉州市,康福口腔(时代店),泉州市-未知区域,福建省泉州市南安市水头镇时代新城23#9-10店面,,
泉州市,星雅口腔种植矫正中心(世贸店),泉州市-未知区域,福建省泉州市石狮市石龙路288号世茂摩天城一期S2幢035、036、037室,,
泉州市,星雅口腔种植矫正中心(金辉店),泉州市-未知区域,福建省泉州市石狮市金耀路1号,,
泉州市,泉兴口腔（南安店）,泉州市-未知区域,泉州市南安市溪美街道环城西路500-58号,,
泉州市,泉兴口腔（城西店）,泉州市-未知区域,泉州城西路金色华园13-15号(近西贤路，开元盛世，临漳门，朝天门),,
泉州市,泉兴口腔（安溪店）,泉州市-未知区域,建安大道81-93号,,
泉州市,泉兴口腔（开元店）,泉州市-鲤城区,泉州市鲤城区开元街道新华北路366号1-037至1-043,,
泉州市,泉兴口腔（晋江店）,泉州市-未知区域,泉州市晋江市池店镇大华路8号百捷中央名门1幢D103-106,,
泉州市,泉州慧光口腔,泉州市-惠安县,福建省泉州市惠安县螺城镇惠泉北路78号一层7-10号、三层,,
泉州市,洛江山水口腔,泉州市-洛江区,福建省泉州市洛江区安吉路56号,,
泉州市,牙博士口腔连锁(晋江店),泉州市-未知区域,福建省泉州市晋江市泉安中路473号5楼,,
泉州市,牙博士口腔连锁(洛江店),泉州市-洛江区,福建省泉州市洛江区万安街道万盛社区安吉路3号五金机电城三期,,
泉州市,牙博士口腔连锁(鲤城店),泉州市-鲤城区,福建省泉州市鲤城区温陵路聚鑫广场01号店,,
泉州市,贝成口腔连锁(南安店),泉州市-未知区域,福建省泉州市南安市溪美街道环城西路169-69号,,
